Crop,Crop_matched,Target_mode,Soil_N_ppm,Soil_P_ppm,Soil_K_ppm,Target_N,Target_P,Target_K,Required_N,Required_P,Required_K,Complete_kg_ha,Urea_kg_ha,Compost_kg_ha,N_from_Complete,P_from_Complete,K_from_Complete,N_from_Urea,Total_N_supplied,Total_P_supplied,Total_K_supplied
Carrot,Carrot,H,63.08,27.82,31.69,70.0,29.9,30.4,6.9,2.1,1.29,15.0,10.4,0.7,2.1,2.1,2.1,4.78,6.9,2.11,2.11
Chayote,Chayote,M,37.24,21.57,29.65,49.7,49.7,43.6,12.5,28.1,14.0,200.7,2.91,8.33,28.1,28.1,28.1,5.0,28.1,28.1,28.1
Patola,Patola,M,29.13,20.36,25.84,60.2,48.9,43.9,31.1,28.5,18.1,203.6,5.7,3.86,28.5,28.5,28.5,2.62,31.12,28.5,28.5
String Bean,String Bean,M,32.81,20.18,35.78,39.1,44.0,39.5,6.3,23.8,3.7,170.0,2.76,1.12,23.8,23.8,23.8,3.0,23.8,23.8,23.8
String Bean,String Bean,M,34.33,18.9,25.07,39.3,46.3,40.6,5.0,27.4,15.5,195.7,7.58,7.36,27.4,27.4,27.4,4.0,27.4,27.4,27.4
Ampalaya,Ampalaya,H,43.71,18.7,24.36,38.9,20.8,30.6,6.82,2.1,6.2,44.3,6.55,3.66,6.2,6.2,6.2,1.0,6.2,6.2,6.2
Ampalaya,Ampalaya,M,41.45,17.86,32.31,49.7,50.0,45.3,8.2,32.1,13.0,229.3,6.69,9.27,32.1,32.1,32.1,10.0,32.1,32.1,32.1
Chayote,Chayote,M,44.83,18.85,31.71,51.2,51.7,45.8,6.4,32.8,14.1,234.3,3.15,2.45,32.8,32.8,32.8,3.0,32.8,32.8,32.8
Cabbage,Cabbage,H,110.23,30.06,17.43,118.2,20.4,30.6,8.0,9.67,13.2,94.3,9.15,7.29,13.2,13.2,13.2,7.0,13.2,13.2,13.2
Tomato,Tomato,H,68.0,30.52,30.77,67.3,29.9,31.5,5.31,1.16,0.7,5.0,2.44,1.58,0.7,0.7,0.7,9.0,0.7,0.7,0.7
Okra,Okra,L,80.25,21.45,25.51,93.7,83.4,86.7,13.5,62.0,61.2,442.9,1.9,1.95,62.01,62.01,62.01,2.0,62.01,62.01,62.01
Tomato,Tomato,M,77.45,31.07,32.0,76.7,71.5,58.2,1.98,40.4,26.2,288.6,1.41,8.92,40.4,40.4,40.4,4.0,40.4,40.4,40.4
Chayote,Chayote,M,41.61,18.16,30.41,51.5,48.2,47.2,9.9,30.0,16.8,214.3,4.88,6.23,30.0,30.0,30.0,6.0,30.0,30.0,30.0
Patola,Patola,L,32.53,23.64,32.87,91.8,79.6,60.9,59.3,56.0,28.0,400.0,7.2,6.12,56.0,56.0,56.0,3.31,59.31,56.0,56.0
Carrot,Carrot,L,70.84,28.53,36.63,91.3,93.7,116.7,20.5,65.2,80.1,572.1,5.79,9.0,80.09,80.09,80.09,4.0,80.12,80.1,80.1
Chayote,Chayote,L,37.71,21.03,31.18,57.2,76.4,57.5,19.5,55.4,26.3,395.7,5.36,2.29,55.4,55.4,55.4,1.0,55.4,55.4,55.4
Okra,Okra,H,82.04,22.59,28.08,80.7,20.4,29.5,6.0,8.39,1.4,10.0,7.84,1.07,1.4,1.4,1.4,2.0,1.4,1.4,1.4
Eggplant,Eggplant,L,74.53,24.45,26.41,88.5,78.0,88.3,14.0,53.6,61.9,442.1,6.2,10.0,61.89,61.89,61.89,1.0,61.92,61.9,61.9
Chili Pepper,Chili Pepper,L,32.55,31.89,70.24,86.9,78.5,157.1,54.4,46.6,86.9,620.7,5.56,7.53,86.9,86.9,86.9,8.0,86.9,86.9,86.9
Patola,Patola,M,31.66,19.0,25.83,61.3,52.3,45.5,29.6,33.3,19.7,237.9,4.58,7.09,33.31,33.31,33.31,8.0,33.31,33.31,33.31
Chili Pepper,Chili Pepper,H,30.08,27.39,60.39,29.9,29.2,62.8,6.08,1.8,2.4,17.1,3.48,7.0,2.39,2.39,2.39,4.0,2.42,2.4,2.4
Cabbage,Cabbage,L,138.13,30.98,20.62,155.2,58.0,58.1,17.1,27.0,37.5,267.9,4.06,4.09,37.51,37.51,37.51,1.0,37.51,37.51,37.51
Cabbage,Cabbage,L,114.0,30.52,18.67,149.1,57.7,58.2,35.1,27.2,39.5,282.1,2.89,3.0,39.49,39.49,39.49,4.0,39.52,39.5,39.5
String Bean,String Bean,H,35.89,17.25,33.14,35.6,20.5,28.6,6.21,3.2,7.51,22.9,9.51,4.12,3.21,3.21,3.21,3.0,3.21,3.21,3.21
Chayote,Chayote,L,38.51,20.43,23.92,58.3,81.2,58.6,19.8,60.8,34.7,434.3,4.15,2.76,60.8,60.8,60.8,3.0,60.8,60.8,60.8
Chili Pepper,Chili Pepper,M,33.4,30.98,56.62,61.0,51.0,125.2,27.6,20.0,68.6,490.0,5.5,3.96,68.6,68.6,68.6,1.0,68.6,68.6,68.6
Cabbage,Cabbage,H,113.42,34.99,20.52,124.4,19.5,29.5,11.0,7.56,9.0,64.3,4.3,0.7,9.0,9.0,9.0,1.98,11.0,9.01,9.01
String Bean,String Bean,L,30.6,18.42,29.77,50.6,86.9,49.3,20.0,68.5,19.5,489.3,8.35,8.33,68.5,68.5,68.5,6.0,68.5,68.5,68.5
Cabbage,Cabbage,H,109.04,27.5,21.18,116.1,19.8,31.0,7.1,2.0,9.8,70.0,7.32,2.83,9.8,9.8,9.8,4.0,9.8,9.8,9.8
Patola,Patola,L,24.09,17.51,30.93,89.8,76.7,62.3,65.7,59.2,31.4,422.9,14.1,7.69,59.21,59.21,59.21,6.49,65.7,59.21,59.21
Tomato,Tomato,M,70.07,30.11,29.47,76.9,72.6,61.4,6.8,42.5,31.9,303.6,6.57,8.76,42.5,42.5,42.5,9.0,42.5,42.5,42.5
Cabbage,Cabbage,L,118.74,30.29,19.56,153.1,60.6,57.4,34.4,30.3,37.8,270.0,7.74,2.05,37.8,37.8,37.8,5.0,37.8,37.8,37.8
Chili Pepper,Chili Pepper,L,27.83,29.52,48.57,89.3,80.2,147.2,61.5,50.7,98.6,704.3,5.78,5.7,98.6,98.6,98.6,3.0,98.6,98.6,98.6
Patola,Patola,M,30.46,20.11,37.03,62.1,50.2,46.7,31.6,30.1,9.7,215.0,3.3,8.13,30.1,30.1,30.1,1.52,31.62,30.1,30.1
Tomato,Tomato,M,71.82,22.47,27.14,76.7,77.3,63.0,4.9,54.8,35.9,391.4,1.59,1.69,54.8,54.8,54.8,10.0,54.8,54.8,54.8
Eggplant,Eggplant,M,68.44,22.59,27.77,77.4,50.2,57.1,9.0,27.6,29.3,209.3,8.02,2.36,29.3,29.3,29.3,8.0,29.3,29.3,29.3
Chayote,Chayote,H,43.48,19.7,31.48,41.2,20.0,30.2,7.78,0.3,2.99,2.1,7.59,9.0,0.29,0.29,0.29,2.0,0.32,0.3,0.3
Chayote,Chayote,H,42.16,22.1,25.67,39.7,19.2,31.2,2.81,9.13,5.5,39.3,1.76,5.98,5.5,5.5,5.5,5.0,5.5,5.5,5.5
Cabbage,Cabbage,L,117.23,34.73,19.22,155.0,61.0,62.3,37.8,26.3,43.1,307.9,7.81,1.94,43.11,43.11,43.11,5.0,43.11,43.11,43.11
Carrot,Carrot,L,69.41,30.95,32.09,93.6,91.9,114.3,24.2,61.0,82.2,587.1,7.77,5.0,82.19,82.19,82.19,5.0,82.22,82.2,82.2
Okra,Okra,L,84.38,20.36,28.8,93.6,80.0,91.2,9.2,59.6,62.4,445.7,1.89,7.86,62.4,62.4,62.4,8.0,62.4,62.4,62.4
Okra,Okra,L,67.36,17.83,22.61,88.9,77.7,90.7,21.5,59.9,68.1,486.4,4.66,8.59,68.1,68.1,68.1,10.0,68.1,68.1,68.1
Chayote,Chayote,L,43.33,20.51,35.89,57.3,82.5,61.7,14.0,62.0,25.8,442.9,4.59,7.3,62.01,62.01,62.01,6.0,62.01,62.01,62.01
String Bean,String Bean,M,33.77,20.43,26.98,41.7,43.9,41.5,7.9,23.5,14.5,167.9,4.88,1.37,23.51,23.51,23.51,7.0,23.51,23.51,23.51
Chili Pepper,Chili Pepper,M,31.97,26.68,69.99,57.4,50.2,114.5,25.4,23.5,44.5,317.9,3.8,2.41,44.51,44.51,44.51,5.0,44.51,44.51,44.51
String Bean,String Bean,M,32.54,21.8,35.31,38.5,46.1,41.0,6.0,24.3,5.7,173.6,3.56,5.75,24.3,24.3,24.3,1.0,24.3,24.3,24.3
Chayote,Chayote,M,38.57,17.71,31.6,48.2,52.2,47.2,9.6,34.5,15.6,246.4,6.99,7.71,34.5,34.5,34.5,2.0,34.5,34.5,34.5
Cabbage,Cabbage,L,108.03,33.21,20.45,156.7,62.2,58.3,48.7,29.0,37.8,270.0,23.7,4.43,37.8,37.8,37.8,10.9,48.7,37.8,37.8
Okra,Okra,L,77.95,20.73,31.94,90.4,76.9,91.1,12.5,56.2,59.2,422.9,8.08,8.29,59.21,59.21,59.21,1.0,59.21,59.21,59.21
Carrot,Carrot,L,81.04,28.82,27.42,94.0,93.9,125.5,13.0,65.1,98.1,700.7,6.87,1.55,98.1,98.1,98.1,3.0,98.1,98.1,98.1
Tomato,Tomato,M,61.54,25.65,27.86,82.3,74.9,58.6,20.8,49.3,30.7,352.1,4.77,2.0,49.29,49.29,49.29,1.0,49.32,49.3,49.3
Eggplant,Eggplant,M,71.33,20.51,30.22,76.5,50.1,58.7,5.2,29.6,28.5,211.4,6.42,4.85,29.6,29.6,29.6,10.0,29.6,29.6,29.6
Okra,Okra,L,84.95,17.85,31.5,91.5,76.9,93.9,6.5,59.0,62.4,445.7,5.41,1.88,62.4,62.4,62.4,6.0,62.4,62.4,62.4
Patola,Patola,H,33.51,21.82,33.66,29.9,19.1,28.5,7.72,7.67,9.05,8.8,1.11,8.63,9.0,9.0,7.0,2.0,6.0,8.0,7.0
Cabbage,Cabbage,H,132.3,27.41,19.97,123.9,19.4,30.5,9.52,4.8,10.5,75.0,7.36,6.18,10.5,10.5,10.5,1.0,10.5,10.5,10.5
Okra,Okra,M,68.07,16.64,24.35,83.8,51.0,60.7,15.7,34.4,36.4,260.0,9.66,4.04,36.4,36.4,36.4,2.0,36.4,36.4,36.4
Chili Pepper,Chili Pepper,H,36.03,28.72,64.68,30.7,29.2,60.3,8.9,0.5,7.84,3.6,4.38,6.86,0.5,0.5,0.5,9.0,0.5,0.5,0.5
Cabbage,Cabbage,M,130.85,32.11,19.28,143.7,35.0,47.1,12.8,2.9,27.8,198.6,6.63,7.2,27.8,27.8,27.8,7.0,27.8,27.8,27.8
Okra,Okra,H,93.42,20.09,23.47,77.8,19.1,31.2,3.05,1.89,7.7,55.0,3.73,9.8,7.7,7.7,7.7,3.0,7.7,7.7,7.7
Carrot,Carrot,L,69.51,32.45,27.39,90.2,91.7,124.1,20.7,59.2,96.7,690.7,2.63,9.98,96.7,96.7,96.7,1.0,96.7,96.7,96.7
Cabbage,Cabbage,L,110.07,29.57,22.5,147.6,57.8,59.6,37.5,28.2,37.1,265.0,0.9,2.26,37.1,37.1,37.1,0.41,37.51,37.1,37.1
Ampalaya,Ampalaya,M,46.43,19.49,39.39,51.2,51.4,46.6,4.8,31.9,7.2,227.9,1.93,7.11,31.91,31.91,31.91,10.0,31.91,31.91,31.91
Tomato,Tomato,M,66.8,27.7,36.08,83.2,76.1,60.9,16.4,48.4,24.8,345.7,7.88,5.78,48.4,48.4,48.4,10.0,48.4,48.4,48.4
Ampalaya,Ampalaya,L,41.89,18.15,27.09,86.1,82.2,57.8,44.2,64.1,30.7,457.9,3.61,9.24,64.11,64.11,64.11,4.0,64.11,64.11,64.11
Cabbage,Cabbage,H,101.65,29.9,22.01,117.8,20.2,30.3,16.1,9.56,8.3,59.3,17.0,6.72,8.3,8.3,8.3,7.82,16.12,8.3,8.3
Patola,Patola,H,31.06,21.64,33.86,31.2,19.7,31.3,0.1,7.53,5.63,6.03,0.2,0.3,6.0,10.0,4.0,0.09,0.1,6.0,9.0
Tomato,Tomato,H,66.87,30.51,34.67,72.6,30.5,29.9,5.7,4.51,2.02,3.72,12.4,1.81,4.0,9.0,6.0,5.7,5.7,5.0,8.0
String Bean,String Bean,L,36.46,19.48,28.85,51.8,87.6,49.7,15.3,68.1,20.8,486.4,3.18,4.15,68.1,68.1,68.1,2.0,68.1,68.1,68.1
Tomato,Tomato,H,69.78,32.76,30.09,67.4,29.6,30.5,1.35,1.2,0.4,2.9,1.86,7.3,0.41,0.41,0.41,9.0,0.41,0.41,0.41
Patola,Patola,L,35.91,17.39,24.2,92.5,78.5,59.5,56.6,61.1,35.3,436.4,4.84,1.47,61.1,61.1,61.1,5.0,61.1,61.1,61.1
Tomato,Tomato,M,71.54,30.58,32.9,76.2,73.2,60.8,4.7,42.6,27.9,304.3,5.77,7.86,42.6,42.6,42.6,6.0,42.6,42.6,42.6
String Bean,String Bean,L,36.66,18.2,32.43,50.1,88.3,50.8,13.4,70.1,18.4,500.7,4.61,2.29,70.1,70.1,70.1,8.0,70.1,70.1,70.1
Ampalaya,Ampalaya,H,40.68,19.27,30.89,40.5,20.8,30.5,3.5,1.5,3.25,10.7,5.43,7.63,1.5,1.5,1.5,10.0,1.5,1.5,1.5
Okra,Okra,L,73.3,19.32,31.15,89.7,83.3,88.1,16.4,64.0,57.0,457.1,4.64,8.0,63.99,63.99,63.99,3.0,64.02,64.0,64.0
Eggplant,Eggplant,L,73.33,21.48,26.58,89.6,77.8,87.9,16.3,56.3,61.3,437.9,9.28,6.04,61.31,61.31,61.31,5.0,61.31,61.31,61.31
Okra,Okra,L,75.43,15.59,23.86,91.6,78.5,93.4,16.2,62.9,69.5,496.4,1.67,5.3,69.5,69.5,69.5,9.0,69.5,69.5,69.5
Patola,Patola,L,29.02,17.73,27.13,87.6,79.6,61.8,58.6,61.9,34.7,442.1,3.63,1.0,61.89,61.89,61.89,7.0,61.92,61.9,61.9
Chili Pepper,Chili Pepper,M,28.46,30.46,60.77,61.1,47.9,121.1,32.6,17.4,60.3,430.7,5.63,7.42,60.3,60.3,60.3,7.0,60.3,60.3,60.3
Ampalaya,Ampalaya,H,37.28,22.6,36.54,41.4,20.2,30.8,4.1,4.18,4.27,3.48,8.9,0.3,4.0,2.0,9.0,4.09,4.1,3.0,4.0
Chili Pepper,Chili Pepper,H,25.65,34.73,54.07,31.2,28.7,60.7,5.6,2.12,6.6,47.1,2.81,6.0,6.59,6.59,6.59,10.0,6.62,6.6,6.6
Ampalaya,Ampalaya,L,35.98,23.94,30.39,88.1,79.2,59.7,52.1,55.3,29.3,395.0,5.99,8.14,55.3,55.3,55.3,6.0,55.3,55.3,55.3
Tomato,Tomato,H,76.32,33.62,30.8,68.1,29.7,31.0,6.17,5.15,0.2,1.4,4.06,3.75,0.2,0.2,0.2,3.0,0.2,0.2,0.2
Ampalaya,Ampalaya,L,38.1,19.34,30.05,86.0,82.6,60.8,47.9,63.3,30.7,452.1,4.9,1.0,63.29,63.29,63.29,9.0,63.32,63.3,63.3
Chili Pepper,Chili Pepper,H,31.25,27.02,58.53,30.8,29.4,62.8,3.54,2.4,4.3,30.7,9.6,1.69,4.3,4.3,4.3,2.0,4.3,4.3,4.3
Eggplant,Eggplant,L,77.32,18.11,27.28,88.5,81.2,88.4,11.2,63.1,61.1,450.7,9.23,5.89,63.1,63.1,63.1,9.0,63.1,63.1,63.1
Cabbage,Cabbage,L,113.25,31.79,21.19,153.5,63.0,60.0,40.2,31.2,38.8,277.1,3.1,3.0,38.79,38.79,38.79,1.43,40.25,38.8,38.8
Eggplant,Eggplant,M,79.15,19.45,27.3,78.5,51.6,59.5,2.66,32.2,32.2,230.0,3.87,1.99,32.2,32.2,32.2,3.0,32.2,32.2,32.2
Chayote,Chayote,L,33.96,22.38,38.88,62.7,79.1,60.5,28.7,56.7,21.6,405.0,6.75,5.61,56.7,56.7,56.7,1.0,56.7,56.7,56.7
Carrot,Carrot,H,72.15,34.45,33.28,67.7,30.8,29.4,8.31,2.57,4.0,7.18,3.52,3.84,4.0,6.0,7.0,4.0,6.0,5.0,4.0
Eggplant,Eggplant,M,66.56,18.07,31.79,78.2,49.5,58.1,11.6,31.4,26.3,224.3,9.32,4.23,31.4,31.4,31.4,6.0,31.4,31.4,31.4
String Bean,String Bean,L,34.69,20.73,26.56,51.2,90.7,47.9,16.5,70.0,21.3,500.0,3.19,4.0,70.0,70.0,70.0,9.0,70.0,70.0,70.0
Cabbage,Cabbage,L,122.3,31.89,21.15,145.0,58.0,63.0,22.7,26.1,41.8,298.6,5.1,5.01,41.8,41.8,41.8,7.0,41.8,41.8,41.8
Carrot,Carrot,L,71.86,35.44,30.37,86.9,92.0,117.9,15.0,56.6,87.5,625.0,8.11,2.36,87.5,87.5,87.5,7.0,87.5,87.5,87.5
Cabbage,Cabbage,L,95.04,24.39,16.51,155.3,59.2,61.6,60.3,34.8,45.1,322.1,33.1,1.0,45.09,45.09,45.09,15.23,60.35,45.1,45.1
Ampalaya,Ampalaya,H,38.8,19.72,32.32,40.5,20.7,29.8,1.7,7.0,8.18,7.1,1.5,10.0,0.99,0.99,0.99,0.69,1.71,7.0,5.0
String Bean,String Bean,H,39.78,20.17,29.62,36.1,20.2,29.6,2.58,8.85,7.64,3.23,8.99,7.86,1.0,8.0,3.0,8.0,10.0,6.0,1.0
Carrot,Carrot,H,68.29,31.3,31.91,70.6,30.0,29.1,2.3,9.26,5.81,3.33,5.0,2.63,9.0,7.0,7.0,2.3,2.3,1.0,7.0
String Bean,String Bean,M,39.24,17.66,26.64,41.3,47.1,39.3,2.1,29.4,12.7,210.0,6.68,1.01,29.4,29.4,29.4,3.0,29.4,29.4,29.4
Patola,Patola,M,30.4,19.72,29.97,59.0,52.1,46.2,28.6,32.4,16.2,231.4,8.73,2.27,32.4,32.4,32.4,5.0,32.4,32.4,32.4
Ampalaya,Ampalaya,H,36.58,18.65,30.53,40.1,20.2,30.6,3.5,1.6,0.1,11.4,4.1,0.3,1.6,1.6,1.6,1.89,3.5,1.6,1.6
Ampalaya,Ampalaya,H,35.95,20.99,35.5,39.5,19.2,30.8,3.5,1.25,6.91,9.51,7.6,3.57,8.0,6.0,7.0,3.5,3.5,7.0,5.0
Carrot,Carrot,H,60.75,32.29,32.24,72.9,31.1,30.6,12.2,4.67,1.82,9.4,26.5,0.3,8.0,2.0,1.0,12.19,12.2,1.0,1.0
Chili Pepper,Chili Pepper,M,26.62,32.33,68.01,58.1,51.8,120.3,31.5,19.5,52.3,373.6,5.02,1.56,52.3,52.3,52.3,3.0,52.3,52.3,52.3
Eggplant,Eggplant,L,85.6,19.1,26.91,92.2,79.2,89.9,6.6,60.1,63.0,450.0,2.61,1.54,63.0,63.0,63.0,6.0,63.0,63.0,63.0
Tomato,Tomato,H,68.45,27.49,24.25,70.4,30.1,31.5,2.0,2.6,7.2,51.4,5.49,4.75,7.2,7.2,7.2,2.0,7.2,7.2,7.2
Ampalaya,Ampalaya,M,40.91,23.14,27.56,49.3,51.3,43.4,8.4,28.2,15.8,201.4,4.77,6.48,28.2,28.2,28.2,10.0,28.2,28.2,28.2
Cabbage,Cabbage,H,102.16,28.75,15.59,118.3,19.9,29.8,16.1,2.21,14.2,101.4,4.1,0.3,14.2,14.2,14.2,1.89,16.1,14.2,14.2
Eggplant,Eggplant,L,64.48,15.15,36.1,90.1,79.6,89.4,25.6,64.4,53.3,460.0,6.99,5.74,64.4,64.4,64.4,10.0,64.4,64.4,64.4
String Bean,String Bean,M,36.93,20.35,24.97,40.1,44.8,41.3,3.2,24.4,16.3,174.3,2.86,2.19,24.4,24.4,24.4,9.0,24.4,24.4,24.4
Patola,Patola,M,27.44,18.99,30.39,58.1,47.7,45.9,30.7,28.7,15.5,205.0,4.3,0.7,28.7,28.7,28.7,1.98,30.7,28.71,28.71
Okra,Okra,L,86.5,21.33,28.3,86.8,81.1,91.8,0.3,59.8,63.5,453.6,2.08,8.44,63.5,63.5,63.5,4.0,63.5,63.5,63.5
String Bean,String Bean,H,39.54,21.01,31.83,36.0,20.1,28.9,1.86,5.37,6.44,5.53,7.38,9.23,7.0,1.0,9.0,4.0,1.0,2.0,10.0
Okra,Okra,M,84.98,17.73,27.93,81.0,52.1,62.9,2.0,34.4,35.0,250.0,3.76,5.79,35.0,35.0,35.0,5.0,35.0,35.0,35.0
Patola,Patola,M,34.4,18.75,29.57,60.0,51.5,43.8,25.6,32.8,14.2,234.3,7.63,4.05,32.8,32.8,32.8,9.0,32.8,32.8,32.8
String Bean,String Bean,H,33.55,19.05,27.51,36.6,19.9,31.1,3.1,0.8,3.6,25.7,5.43,4.12,3.6,3.6,3.6,1.0,3.6,3.6,3.6
Carrot,Carrot,L,68.84,34.42,31.01,91.4,88.5,118.9,22.6,54.1,87.9,627.9,4.95,1.51,87.91,87.91,87.91,4.0,87.91,87.91,87.91
Eggplant,Eggplant,H,66.43,21.67,36.47,69.9,19.1,30.1,3.5,4.09,4.93,7.41,7.6,6.21,6.0,10.0,3.0,3.5,3.5,9.0,9.0
Eggplant,Eggplant,H,66.05,16.5,32.36,68.6,20.9,28.6,2.5,4.4,9.6,31.4,3.94,2.39,4.4,4.4,4.4,7.0,4.4,4.4,4.4
Tomato,Tomato,H,69.04,32.23,30.88,68.7,29.6,29.1,9.51,6.37,2.26,1.94,9.72,6.66,1.0,9.0,2.0,2.0,7.0,4.0,4.0
Chili Pepper,Chili Pepper,L,29.77,33.2,49.99,91.6,76.8,145.5,61.8,43.6,95.5,682.1,8.91,2.0,95.49,95.49,95.49,1.0,95.52,95.5,95.5
Okra,Okra,M,74.85,18.33,28.71,81.1,52.2,60.1,6.2,33.9,31.4,242.1,7.45,10.0,33.89,33.89,33.89,3.0,33.92,33.9,33.9
Tomato,Tomato,L,63.61,28.88,28.44,88.3,122.5,88.2,24.7,93.6,59.8,668.6,3.69,9.46,93.6,93.6,93.6,3.0,93.6,93.6,93.6
Tomato,Tomato,L,81.29,30.44,33.07,86.5,125.4,86.0,5.2,95.0,52.9,678.6,6.68,5.96,95.0,95.0,95.0,1.0,95.0,95.0,95.0
Tomato,Tomato,H,72.31,33.74,27.37,69.1,31.4,28.5,1.97,2.75,1.1,7.9,7.05,4.39,1.11,1.11,1.11,7.0,1.11,1.11,1.11
Ampalaya,Ampalaya,L,42.23,19.19,26.26,92.4,81.6,60.0,50.2,62.4,33.7,445.7,5.26,8.05,62.4,62.4,62.4,7.0,62.4,62.4,62.4
Tomato,Tomato,H,77.65,30.74,31.13,68.8,30.8,29.2,8.6,0.1,4.26,0.7,6.51,8.12,0.1,0.1,0.1,6.0,0.1,0.1,0.1
Chayote,Chayote,H,39.66,22.49,31.33,39.8,20.0,29.7,0.1,7.81,1.82,8.37,0.2,0.3,9.0,10.0,7.0,0.09,0.1,3.0,9.0
Eggplant,Eggplant,H,68.93,17.24,32.46,67.2,20.9,30.8,7.87,3.7,2.91,26.4,2.08,9.5,3.7,3.7,3.7,2.0,3.7,3.7,3.7
Eggplant,Eggplant,M,64.31,22.6,31.54,76.1,47.5,59.4,11.8,24.9,27.9,199.3,6.25,9.49,27.9,27.9,27.9,1.0,27.9,27.9,27.9
Eggplant,Eggplant,M,81.04,19.81,28.59,83.1,51.0,59.2,2.1,31.2,30.6,222.9,3.46,9.77,31.21,31.21,31.21,3.0,31.21,31.21,31.21
Cabbage,Cabbage,L,104.78,20.81,20.42,148.0,58.8,59.7,43.2,38.0,39.3,280.7,8.5,3.77,39.3,39.3,39.3,3.91,43.21,39.3,39.3
String Bean,String Bean,H,37.76,23.45,26.07,35.3,21.0,30.7,1.07,2.87,4.6,32.9,1.73,6.2,4.61,4.61,4.61,6.0,4.61,4.61,4.61
Ampalaya,Ampalaya,M,37.94,21.5,30.75,51.0,49.8,46.5,13.1,28.3,15.8,202.1,4.33,9.0,28.29,28.29,28.29,7.0,28.32,28.3,28.3
Carrot,Carrot,H,61.9,33.79,28.79,73.1,28.5,31.2,11.2,9.28,2.4,17.1,19.2,8.0,2.39,2.39,2.39,8.83,11.25,2.4,2.4
Ampalaya,Ampalaya,L,36.41,17.86,34.31,89.6,79.1,58.9,53.2,61.2,24.6,437.1,4.9,3.0,61.19,61.19,61.19,1.0,61.22,61.2,61.2
Ampalaya,Ampalaya,M,37.68,16.74,31.69,51.0,51.2,45.5,13.3,34.5,13.8,246.4,2.06,6.3,34.5,34.5,34.5,6.0,34.5,34.5,34.5
Ampalaya,Ampalaya,L,43.1,17.13,35.28,87.9,77.1,60.4,44.8,60.0,25.1,428.6,3.37,1.58,60.0,60.0,60.0,1.0,60.0,60.0,60.0
Cabbage,Cabbage,L,108.76,33.72,22.77,146.4,57.3,60.8,37.6,23.6,38.0,271.4,8.42,2.29,38.0,38.0,38.0,4.0,38.0,38.0,38.0
Cabbage,Cabbage,H,121.16,35.73,17.56,125.5,21.0,29.2,4.3,9.51,11.6,82.9,5.37,2.78,11.61,11.61,11.61,7.0,11.61,11.61,11.61
String Bean,String Bean,L,34.34,21.3,30.71,49.9,94.0,47.9,15.6,72.7,17.2,519.3,6.6,2.38,72.7,72.7,72.7,4.0,72.7,72.7,72.7
Ampalaya,Ampalaya,L,38.16,18.53,31.26,92.8,79.4,61.0,54.6,60.9,29.7,435.0,5.01,7.09,60.9,60.9,60.9,6.0,60.9,60.9,60.9
Tomato,Tomato,M,68.34,30.96,29.29,79.1,71.4,60.0,10.8,40.4,30.7,288.6,3.89,5.97,40.4,40.4,40.4,9.0,40.4,40.4,40.4
String Bean,String Bean,H,30.4,23.18,29.16,36.3,21.0,28.9,5.9,6.08,8.88,5.53,12.8,0.3,6.0,8.0,8.0,5.89,5.9,7.0,9.0
Ampalaya,Ampalaya,M,37.62,18.9,33.2,49.0,50.3,46.3,11.4,31.4,13.1,224.3,4.19,5.84,31.4,31.4,31.4,8.0,31.4,31.4,31.4
Okra,Okra,L,77.3,16.47,29.67,90.0,84.0,94.1,12.7,67.5,64.4,482.1,9.07,10.0,67.49,67.49,67.49,6.0,67.52,67.5,67.5
Chayote,Chayote,H,41.69,15.15,29.91,41.6,20.8,29.2,6.57,5.6,7.77,40.0,5.8,8.0,5.6,5.6,5.6,3.0,5.6,5.6,5.6
String Bean,String Bean,L,32.68,22.05,28.95,49.7,90.3,50.3,17.0,68.2,21.3,487.1,4.38,10.0,68.19,68.19,68.19,10.0,68.22,68.2,68.2
Patola,Patola,H,28.09,24.03,31.88,30.4,20.9,31.2,2.3,4.92,7.58,5.99,5.0,7.48,9.0,7.0,2.0,2.3,2.3,10.0,7.0
Patola,Patola,H,31.22,20.04,30.62,29.5,20.0,31.1,6.53,1.77,0.5,3.6,6.04,6.15,0.5,0.5,0.5,9.0,0.5,0.5,0.5
Carrot,Carrot,L,65.63,25.69,27.06,87.0,89.1,120.7,21.4,63.4,93.6,668.6,4.77,8.98,93.6,93.6,93.6,5.0,93.6,93.6,93.6
Tomato,Tomato,L,64.18,30.02,32.22,94.4,124.2,92.0,30.2,94.2,59.8,672.9,9.58,8.03,94.21,94.21,94.21,2.0,94.21,94.21,94.21
Eggplant,Eggplant,M,73.63,18.25,31.91,83.8,48.3,61.0,10.2,30.0,29.1,214.3,9.68,9.45,30.0,30.0,30.0,5.0,30.0,30.0,30.0
Chili Pepper,Chili Pepper,M,27.91,28.11,57.18,57.2,48.7,119.2,29.3,20.6,62.0,442.9,8.09,8.53,62.01,62.01,62.01,5.0,62.01,62.01,62.01
Chayote,Chayote,M,39.57,19.06,33.45,51.9,49.8,46.8,12.3,30.7,13.3,219.3,1.58,9.15,30.7,30.7,30.7,8.0,30.7,30.7,30.7
Okra,Okra,H,87.54,17.91,31.09,77.0,20.5,30.3,7.43,2.6,9.46,18.6,6.84,9.92,2.6,2.6,2.6,9.0,2.6,2.6,2.6
